epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,94422.8,0.70949,0.40392,1.47752,0.9818,0.97895,0.99396,0.97758,0.41672,0.24167,1.16159,7.53251e-05,7.53251e-05,7.53251e-05
129,97464,0.70728,0.40023,1.4459,0.97374,0.97584,0.99352,0.97936,0.39985,0.23155,1.14286,7.35598e-05,7.35598e-05,7.35598e-05
130,100507,0.72191,0.4082,1.47876,0.97405,0.98797,0.99354,0.98168,0.40002,0.23684,1.14018,7.18075e-05,7.18075e-05,7.18075e-05
131,103554,0.71121,0.40518,1.47333,0.97393,0.98313,0.99406,0.9792,0.3938,0.23079,1.14491,7.00687e-05,7.00687e-05,7.00687e-05
132,106595,0.71196,0.39712,1.47658,0.97391,0.98226,0.9939,0.97806,0.39244,0.23429,1.15387,6.83437e-05,6.83437e-05,6.83437e-05
133,109639,0.72804,0.40558,1.4795,0.96905,0.98867,0.9938,0.97716,0.41604,0.24218,1.17596,6.6633e-05,6.6633e-05,6.6633e-05
134,112681,0.70906,0.39704,1.45617,0.96426,0.99404,0.99379,0.97911,0.39411,0.23786,1.1861,6.4937e-05,6.4937e-05,6.4937e-05
135,115729,0.71611,0.40326,1.48687,0.97549,0.97895,0.99353,0.98119,0.39061,0.23581,1.20478,6.32561e-05,6.32561e-05,6.32561e-05
136,118774,0.70979,0.39839,1.46302,0.96548,0.98947,0.99331,0.97917,0.39667,0.23763,1.17874,6.15908e-05,6.15908e-05,6.15908e-05
137,121824,0.68945,0.38764,1.46903,0.96424,0.99337,0.99351,0.98021,0.39484,0.23899,1.17226,5.99414e-05,5.99414e-05,5.99414e-05
138,124865,0.71992,0.3991,1.47015,0.98241,0.98421,0.994,0.98245,0.40782,0.22916,1.18352,5.83084e-05,5.83084e-05,5.83084e-05
139,127903,0.70971,0.39665,1.46405,0.9839,0.98421,0.99368,0.98136,0.38057,0.22753,1.18854,5.66922e-05,5.66922e-05,5.66922e-05
140,130948,0.70779,0.39955,1.44378,0.98278,0.98421,0.99378,0.98027,0.40716,0.23369,1.1894,5.50931e-05,5.50931e-05,5.50931e-05
141,133990,0.68805,0.39066,1.46661,0.9873,0.98421,0.99384,0.98446,0.39434,0.22836,1.17754,5.35116e-05,5.35116e-05,5.35116e-05
142,137026,0.70167,0.40687,1.44159,0.98942,0.98411,0.99385,0.98164,0.37694,0.22765,1.16915,5.1948e-05,5.1948e-05,5.1948e-05
143,140071,0.70197,0.40098,1.49933,0.97851,0.97895,0.99355,0.98061,0.38047,0.23204,1.15963,5.04028e-05,5.04028e-05,5.04028e-05
144,143116,0.71579,0.40361,1.4454,0.97947,0.97368,0.99381,0.97924,0.40102,0.23429,1.15587,4.88762e-05,4.88762e-05,4.88762e-05
145,146161,0.68591,0.39186,1.44427,0.98344,0.97368,0.99397,0.98479,0.38086,0.23033,1.14921,4.73688e-05,4.73688e-05,4.73688e-05
146,149207,0.7057,0.40335,1.47423,0.98269,0.97895,0.99403,0.9837,0.38284,0.22839,1.15278,4.58808e-05,4.58808e-05,4.58808e-05
147,152258,0.69671,0.38944,1.43797,0.98624,0.97895,0.99387,0.98499,0.38197,0.23252,1.15174,4.44127e-05,4.44127e-05,4.44127e-05
148,155304,0.69754,0.39487,1.44953,0.98442,0.97895,0.99396,0.98143,0.39496,0.23272,1.1552,4.29647e-05,4.29647e-05,4.29647e-05
149,158345,0.71608,0.39945,1.4883,0.97915,0.97895,0.99402,0.98494,0.38174,0.22846,1.14982,4.15373e-05,4.15373e-05,4.15373e-05
150,161394,0.73873,0.41971,1.50887,0.97718,0.97895,0.99374,0.98281,0.39259,0.23335,1.15508,4.01308e-05,4.01308e-05,4.01308e-05
151,164443,0.73241,0.41847,1.47792,0.96427,0.99428,0.99363,0.98012,0.39659,0.23618,1.14876,3.87455e-05,3.87455e-05,3.87455e-05
152,167498,0.72238,0.40629,1.47529,0.96384,0.99474,0.9937,0.98185,0.38991,0.22915,1.15532,3.73819e-05,3.73819e-05,3.73819e-05
153,170542,0.72872,0.40855,1.49451,0.97833,0.97895,0.99391,0.98232,0.39502,0.22854,1.15468,3.60401e-05,3.60401e-05,3.60401e-05
154,173591,0.7289,0.41075,1.47339,0.97898,0.98032,0.99417,0.98551,0.39538,0.22541,1.14547,3.47207e-05,3.47207e-05,3.47207e-05
155,176637,0.71225,0.4038,1.45923,0.98421,0.98395,0.99443,0.98451,0.38305,0.22395,1.14499,3.34238e-05,3.34238e-05,3.34238e-05
156,179688,0.70711,0.39556,1.45985,0.98418,0.98241,0.99432,0.98651,0.37545,0.22852,1.14891,3.21498e-05,3.21498e-05,3.21498e-05
157,182738,0.72744,0.41009,1.46419,0.98216,0.97895,0.99407,0.9841,0.38395,0.22824,1.15348,3.0899e-05,3.0899e-05,3.0899e-05
